Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T17037,2020-06-08,C1861,Tablet,4,710.9456908429177,PayPal,Unknown
T17048,2022-05-24,C4733,Tablet,9,414.37387506193375,Credit Card,Completed
T17054,2021-01-28,C449,Laptop,996,365.515990777812,Credit Card,Completed
T17069,2021-03-04,C317,Laptop,600,551.13,PayPal,Pending
T17075,2022-06-14,C1518,Smartphone,2,768.92,PayPal,Pending
T17101,2023-08-10,C4453,Headphones,1,442.4245245602861,PayPal,Completed
T17105,2020-06-21,C314,Laptop,769,460.46240594035874,Credit Card,Completed
T17125,2022-03-03,C4184,Headphones,7,659.6207640904689,PayPal,Completed
T17152,2021-10-27,C4302,Headphones,10,167.28968236393504,PayPal,Pending
T17221,2020-12-06,C358,Tablet,864,235.1717551898124,Credit Card,Completed
T17250,2021-08-28,C1038,Tablet,10,109.53855628282776,Credit Card,Pending
T17287,2020-10-28,C2533,Smartphone,382,222.77295985892417,Credit Card,Unknown
T17310,2022-03-01,C3141,Coffee Maker,4,877.9130483765243,PayPal,Completed
T17331,2022-03-29,C2761,Laptop,9,547.3484859672337,PayPal,Completed
T17337,2022-12-23,C4473,Headphones,8,863.8057469806843,Credit Card,Completed
T17366,2024-12-31,C297,Smartphone,690,862.6025578866485,PayPal,Completed
T17368,2021-10-30,C2488,Laptop,507,457.6847589074217,PayPal,Completed
T17378,2022-05-22,C1429,Smartphone,642,132.84955625638668,Credit Card,Completed
T17383,2021-04-26,C2736,Coffee Maker,726,323.69196570336663,Cash,Completed
T17403,2023-03-08,C2887,Smartphone,879,433.2045526415836,Credit Card,Completed
T17405,2021-06-05,C4769,Laptop,5,564.6387228532583,Cash,Unknown
T17436,2024-05-11,C3522,Tablet,684,110.03748058478853,Cash,Completed
T17452,2023-03-24,C2219,Coffee Maker,839,990.0616734004528,PayPal,Pending
T17467,2024-01-27,C4910,Smartphone,461,293.60809050006776,PayPal,Completed
T17478,2023-08-28,C3613,Smartphone,4,181.11668286422977,PayPal,Unknown
T17506,2023-01-10,C084,Tablet,215,618.7586006007789,Credit Card,Unknown
T17520,2020-01-20,C4022,Coffee Maker,944,630.5121481437919,Credit Card,Pending
T17545,2023-11-16,C3192,Headphones,4,779.75,Cash,Unknown
T17548,2024-08-29,C3762,Headphones,10,883.3490901916023,PayPal,Pending
T17571,2022-06-01,C3753,Headphones,237,462.5039070274047,Cash,Completed
T17586,2023-12-12,C637,Smartphone,8,351.76880657836364,PayPal,Completed
T17589,2022-12-22,C2313,Laptop,8,461.3501726202981,PayPal,Completed
T17628,2021-02-18,C4847,Tablet,246,227.51556971915323,Credit Card,Completed
T17629,2024-12-09,C4065,Coffee Maker,9,179.82459426544392,Credit Card,Unknown
T17652,2020-07-16,C4494,Laptop,7,369.8850687488864,PayPal,Completed
T17657,2021-06-20,C3921,Smartphone,1,907.75133136518,Credit Card,Pending
T17676,2023-11-30,C035,Laptop,344,84.06638556127481,PayPal,Pending
T17677,2024-08-25,C357,Tablet,625,306.3479484660334,Credit Card,Failed
T17692,2023-05-17,C1481,Headphones,749,199.4186125750839,PayPal,Completed
T17743,2023-02-22,C1559,Laptop,2,528.1317395493918,Credit Card,Completed
T17754,2024-04-20,C984,Tablet,148,998.2014405880416,PayPal,Completed
T17765,2023-10-13,C146,Tablet,640,870.2587578909742,Credit Card,Completed
T17809,2021-04-21,C1711,Smartphone,912,540.01,PayPal,Completed
T17817,2023-02-07,C1489,Laptop,295,285.2348304985442,Credit Card,Unknown
T17824,2022-05-03,C1250,Laptop,5,113.14,Credit Card,Completed
T17861,2022-12-30,C307,Smartphone,8,505.72,Cash,Unknown
T17869,2024-03-11,C3414,Tablet,674,896.4528139994547,PayPal,Completed
T17881,2021-08-11,C2435,Smartphone,793,955.65,PayPal,Completed
T17916,2020-10-30,C850,Smartphone,8,490.95361932260835,PayPal,Completed
T17965,2022-05-19,C4445,Coffee Maker,311,184.85033032702495,PayPal,Failed
T17967,2021-08-08,C3819,Tablet,116,951.0254881125124,PayPal,Completed
T17978,2020-10-30,C746,Smartphone,3,250.57936814202984,PayPal,Unknown
T18001,2020-09-17,C430,Coffee Maker,2,225.2583596954442,Cash,Unknown
T18010,2021-08-07,C1327,Laptop,4,776.0982597922857,Credit Card,Unknown
T18048,2022-01-12,C212,Smartphone,532,266.12,Credit Card,Unknown
T18099,2022-05-15,C1815,Headphones,9,243.81,Credit Card,Pending
T18108,2024-07-11,C332,Smartphone,997,973.648231457244,PayPal,Completed
T18113,2022-11-01,C844,Tablet,539,373.5218718325472,PayPal,Pending
T18124,2025-01-03,C124,Coffee Maker,7,941.5527942981618,PayPal,Pending
T18183,2022-01-04,C2809,Headphones,6,950.95,PayPal,Failed
T18186,2022-09-26,C878,Headphones,231,596.8495175187592,PayPal,Completed
T18191,2023-12-26,C1541,Tablet,10,532.9115761172286,PayPal,Unknown
T18201,2024-08-14,C2799,Smartphone,2,957.03,Credit Card,Completed
T18221,2022-02-18,C4034,Laptop,273,103.82160402855835,Credit Card,Failed
T18227,2024-01-14,C1196,Laptop,1,122.66908601764897,Credit Card,Failed
T18243,2020-12-06,C1978,Tablet,7,526.603171683051,Credit Card,Completed
T18244,2022-08-17,C2673,Coffee Maker,4,510.84,PayPal,Completed
T18255,2024-01-25,C200,Laptop,912,136.9113608558457,Credit Card,Completed
T18260,2024-06-28,C1664,Tablet,353,865.14,Cash,Completed
T18264,2022-10-16,C938,Laptop,880,728.3908581748951,Credit Card,Completed
T18271,2023-10-08,C2388,Headphones,942,332.9287899705086,PayPal,Completed
T18301,2024-11-09,C4524,Headphones,2,796.0993387027642,Cash,Unknown
T18341,2021-03-14,C4093,Headphones,2,942.6042829006964,PayPal,Failed
T18342,2022-05-18,C896,Smartphone,877,711.7927161177118,Credit Card,Pending
T18349,2023-08-21,C448,Tablet,9,492.88296178525326,Credit Card,Completed
T18385,2025-01-15,C2723,Headphones,5,617.7683128939489,PayPal,Completed
T18386,2024-05-13,C1765,Tablet,5,486.8349916331857,Credit Card,Completed
T18407,2020-04-29,C2672,Headphones,10,198.5494601399184,PayPal,Unknown
T18410,2020-12-24,C4837,Laptop,127,165.5135073684138,PayPal,Pending
T18479,2024-05-09,C3939,Laptop,8,434.78629030488463,Credit Card,Unknown
T18480,2024-08-12,C3470,Headphones,1,703.4080720571205,Credit Card,Completed
T18506,2021-07-23,C2501,Headphones,936,691.7637683940943,PayPal,Completed
T18531,2021-09-20,C4278,Coffee Maker,8,612.9441058575853,Cash,Pending
T18601,2021-04-09,C281,Tablet,729,572.4511943074613,PayPal,Failed
T18611,2022-06-18,C2035,Laptop,373,529.1334673949854,PayPal,Failed
T18612,2023-02-08,C4608,Tablet,4,230.01213823270064,PayPal,Completed
T18652,2020-10-02,C3836,Smartphone,5,152.60656202687738,Credit Card,Completed
T18687,2024-10-06,C2724,Tablet,296,194.8778211950032,PayPal,Completed
T18697,2020-04-06,C877,Smartphone,283,315.08932730676463,PayPal,Pending
T18711,2024-03-11,C1477,Smartphone,794,171.3308318079997,PayPal,Failed
T18724,2024-07-01,C3623,Headphones,8,691.4245280845598,PayPal,Completed
T18729,2022-10-28,C4091,Laptop,1,99.71393255237334,Credit Card,Completed
T18732,2022-01-26,C4846,Smartphone,349,742.8512440908494,Cash,Completed
T18743,2024-07-12,C1871,Coffee Maker,861,287.11,PayPal,Pending
T18763,2020-05-23,C4086,Tablet,4,807.6606979068063,Credit Card,Unknown
T18773,2020-10-30,C2458,Coffee Maker,10,604.9524657545709,Cash,Completed
T18801,2020-07-02,C2188,Coffee Maker,5,729.2676425360754,PayPal,Pending
T18802,2020-09-05,C1556,Coffee Maker,3,226.89,PayPal,Unknown
T18816,2022-05-20,C1962,Laptop,3,765.8485744231392,Credit Card,Pending
T18834,2023-07-07,C221,Smartphone,8,781.83,Credit Card,Failed
T18836,2020-12-27,C1060,Headphones,6,867.8132051004183,PayPal,Completed
T18889,2021-10-22,C2034,Smartphone,2,462.503975313118,Cash,Completed
T18909,2020-10-27,C1799,Headphones,10,65.1844208587929,PayPal,Completed
T18913,2021-08-18,C896,Smartphone,340,93.89072617231798,Credit Card,Completed
T91847,2024-03-08,C4986,Smartphone,279,517.69,Credit Card,Pending
T18940,2023-01-30,C3481,Tablet,6,886.1507900687021,Cash,Completed
T18974,2022-06-16,C1577,Tablet,2,403.9111518657522,PayPal,Completed
T18982,2021-07-13,C324,Laptop,5,91.44116962924132,Credit Card,Completed
T19006,2020-10-17,C1660,Smartphone,1,548.28,Credit Card,Failed
T19021,2022-01-03,C629,Laptop,900,476.5623119005001,Cash,Failed
T19030,2022-10-29,C3760,Headphones,109,316.4057082735984,PayPal,Completed
T19034,2020-05-01,C3198,Headphones,313,932.6945904973854,PayPal,Pending
T19046,2025-01-24,C4917,Laptop,5,738.53730509821,Credit Card,Unknown
T19057,2020-01-02,C832,Coffee Maker,913,270.63710010609486,Cash,Completed
T19065,2021-01-11,C1683,Headphones,9,439.87912900567056,PayPal,Completed
T19070,2022-07-11,C1979,Smartphone,9,355.8906634707834,PayPal,Completed
T19078,2021-05-30,C3091,Laptop,291,679.3409081304975,Cash,Failed
T19081,2021-09-14,C1179,Coffee Maker,336,753.0954414899669,Credit Card,Completed
T19090,2024-01-28,C2668,Laptop,836,268.28691729463526,Credit Card,Pending
T19097,2022-07-26,C1159,Headphones,733,480.6725751110531,Credit Card,Completed
T19119,2020-11-09,C1438,Headphones,8,440.58087051509847,Credit Card,Unknown
T19141,2021-05-08,C3704,Tablet,3,590.584631021244,Credit Card,Failed
T19165,2024-06-30,C4045,Coffee Maker,8,703.3391306824633,PayPal,Pending
T19177,2020-05-13,C227,Coffee Maker,8,815.7458081270092,PayPal,Completed
T19190,2024-09-14,C711,Coffee Maker,697,697.660401156439,Credit Card,Completed
T19192,2024-09-30,C1666,Laptop,367,122.7199351339696,Credit Card,Completed
T19206,2021-11-11,C3959,Tablet,2,199.90412647123944,PayPal,Pending
T19230,2022-08-14,C1273,Headphones,663,723.3435333571676,PayPal,Completed
T19237,2021-05-12,C020,Headphones,443,789.3763000497235,PayPal,Completed
T19240,2022-12-02,C907,Tablet,922,363.7462932281527,Credit Card,Completed
T19261,2021-10-22,C2012,Coffee Maker,7,186.14394909625292,Credit Card,Completed
T19262,2022-11-27,C2719,Smartphone,187,322.2277246428183,Credit Card,Completed
T19302,2022-05-01,C1356,Laptop,885,858.9151286447321,Credit Card,Completed
T19303,2021-04-11,C721,Laptop,223,852.4174872597929,PayPal,Unknown
T19319,2020-03-22,C072,Coffee Maker,4,321.4991033057046,PayPal,Completed
T19320,2023-12-17,C691,Tablet,524,533.2782869462877,Credit Card,Failed
T19337,2021-12-05,C3553,Headphones,220,140.23461788952184,PayPal,Unknown
T19351,2021-05-30,C4934,Tablet,4,236.81,PayPal,Pending
T19357,2024-08-12,C3829,Tablet,4,287.79659698022743,PayPal,Completed
T19366,2022-07-24,C1625,Laptop,10,830.2214358674178,Credit Card,Completed
T19376,2023-07-02,C4418,Coffee Maker,143,483.515502144757,Credit Card,Completed
T19388,2020-08-28,C2943,Smartphone,946,964.1250557242196,Cash,Pending
T19416,2021-07-24,C3558,Coffee Maker,1,113.62593454666116,Credit Card,Completed
T19425,2022-08-04,C951,Coffee Maker,174,442.2964907439702,PayPal,Failed
T19445,2020-02-05,C1812,Laptop,4,537.2788835630313,PayPal,Completed
T19446,2023-04-19,C3282,Smartphone,6,253.21053289041063,Credit Card,Completed
T19454,2024-09-01,C006,Smartphone,853,981.58048807825,Credit Card,Completed
T19492,2021-04-04,C3299,Tablet,7,969.5912001062588,PayPal,Completed
T19499,2023-04-25,C2312,Coffee Maker,634,56.645420145158546,Cash,Completed
T19519,2023-10-29,C840,Headphones,994,561.81,Cash,Failed
T19554,2021-04-30,C515,Headphones,723,160.87126732418943,PayPal,Unknown
T19573,2021-07-09,C969,Headphones,6,616.4939457001949,PayPal,Pending
T19578,2023-01-24,C2297,Coffee Maker,624,83.50135929541108,PayPal,Completed
T19603,2022-10-07,C1327,Tablet,931,737.9733244339463,PayPal,Unknown
T19614,2020-12-16,C4245,Laptop,7,931.7609910939713,Credit Card,Completed
T19631,2022-03-29,C1659,Laptop,506,852.3496143610454,Cash,Failed
T19642,2021-06-08,C3801,Coffee Maker,133,482.85530175913976,Cash,Completed
T19643,2024-07-05,C726,Smartphone,996,873.3507379141465,Credit Card,Completed
T19646,2021-01-20,C3792,Smartphone,2,424.7850638034331,PayPal,Pending
T19648,2023-07-07,C3533,Smartphone,10,970.3387157218758,Credit Card,Failed
T19674,2021-02-04,C3581,Tablet,627,261.589759365734,Credit Card,Completed
T19675,2024-09-20,C1310,Smartphone,10,868.9835182187273,Cash,Completed
T19676,2021-10-25,C4095,Smartphone,905,444.1343345957206,PayPal,Completed
T19683,2024-07-10,C652,Laptop,716,644.9903190735273,PayPal,Completed
T19699,2022-09-11,C1315,Headphones,10,81.76094788378863,Credit Card,Completed
T19706,2024-01-12,C066,Headphones,1,822.1681275993875,Cash,Failed
T19740,2022-02-25,C4597,Tablet,816,345.94416504664235,PayPal,Completed
T19744,2020-12-17,C4416,Laptop,202,167.37461220478093,PayPal,Completed
T19747,2023-02-16,C2103,Headphones,879,456.5831146029319,PayPal,Completed
T19749,2021-01-12,C2071,Headphones,524,719.4067252534412,PayPal,Failed
T19764,2022-07-16,C4569,Smartphone,5,765.6966190220346,PayPal,Completed
T19789,2022-03-10,C3200,Headphones,573,57.78,PayPal,Completed
T19800,2022-11-10,C2384,Tablet,290,642.37,Cash,Pending
T19821,2022-12-09,C462,Headphones,1,265.11250315535784,PayPal,Pending
T19825,2024-03-31,C2710,Headphones,3,437.64018922451464,Credit Card,Pending
T19826,2022-10-26,C875,Laptop,770,583.8237791743288,PayPal,Pending
T19835,2022-11-27,C4832,Smartphone,6,334.35467906304456,PayPal,Failed
T19836,2020-09-27,C1981,Headphones,469,839.8984319518559,PayPal,Unknown
T19855,2021-09-17,C4776,Coffee Maker,1,475.38532367170745,Credit Card,Completed
T19873,2020-03-18,C824,Smartphone,864,905.041374939794,Cash,Failed
T19897,2022-08-01,C2116,Tablet,832,910.8397755660428,PayPal,Pending
T19901,2025-01-29,C4438,Coffee Maker,814,730.4588679908635,PayPal,Completed
T19906,2024-01-26,C914,Headphones,473,384.2748702835288,PayPal,Completed
T19907,2020-01-13,C3997,Headphones,438,97.03,Credit Card,Failed
T19934,2022-08-15,C3042,Tablet,294,571.2855434905101,PayPal,Unknown
T19938,2023-06-15,C1394,Tablet,817,623.5829729426902,PayPal,Failed
T19962,2020-04-26,C3182,Tablet,115,779.5176013181089,PayPal,Failed
T19965,2021-12-09,C1567,Tablet,2,716.5456825754857,PayPal,Completed
T19967,2020-05-05,C4043,Tablet,439,527.16,Cash,Pending
T20031,2020-05-12,C2451,Headphones,6,253.89,Credit Card,Unknown
T20036,2021-12-14,C842,Headphones,139,165.0492022267182,PayPal,Pending
T20039,2022-02-14,C2240,Headphones,715,149.21394815244707,Credit Card,Completed
T20059,2024-09-10,C2715,Headphones,4,818.1386458761723,PayPal,Completed
T20089,2020-11-19,C2112,Laptop,541,669.6345648159403,PayPal,Failed
T20155,2020-09-18,C956,Headphones,558,763.1736691669201,Credit Card,Pending
T20179,2022-12-07,C4264,Tablet,662,65.9005683184927,Cash,Failed
T20194,2024-11-30,C1494,Tablet,163,820.6936550761665,Credit Card,Pending
T96605,2024-12-11,C169,Tablet,820,299.2851500104588,Credit Card,Completed
T20211,2022-04-16,C3266,Tablet,985,632.7647620431395,Credit Card,Completed
T20219,2023-01-14,C300,Coffee Maker,10,155.66249636138957,PayPal,Completed
T20257,2021-06-16,C4511,Laptop,3,693.793483172883,PayPal,Failed
T20295,2021-02-01,C1043,Tablet,666,293.3516737423955,PayPal,Completed
T20298,2023-12-07,C658,Headphones,10,589.2907318082008,Credit Card,Unknown
T20310,2024-02-17,C766,Laptop,107,262.73135307535995,Credit Card,Completed
T20347,2022-12-16,C1450,Laptop,646,623.6272689444111,PayPal,Completed
T20364,2020-12-10,C3398,Smartphone,9,902.4804009786976,PayPal,Completed
T20371,2020-08-21,C622,Tablet,354,72.3909603898532,Cash,Completed
T20395,2021-06-14,C4152,Tablet,5,544.0876726760841,PayPal,Unknown
T20402,2020-06-16,C1946,Laptop,3,760.1,PayPal,Unknown
T20419,2022-03-19,C3480,Tablet,7,645.758817477161,Credit Card,Failed
T20435,2023-02-10,C2482,Laptop,1,67.18098239690353,Credit Card,Completed
T20481,2024-06-13,C4382,Smartphone,557,579.8312221426809,Credit Card,Completed
T20495,2024-10-04,C1483,Smartphone,4,656.647231332496,Cash,Completed
T20505,2021-06-13,C695,Smartphone,3,297.5969616319244,Cash,Failed
T20535,2022-08-08,C670,Coffee Maker,8,265.133214348579,Credit Card,Pending
T20567,2024-10-04,C3056,Tablet,9,995.1506306749932,PayPal,Unknown
T20599,2023-04-09,C803,Headphones,321,674.4402006886374,PayPal,Completed
T20609,2024-12-27,C1362,Laptop,613,952.7846748586284,PayPal,Pending
T20634,2024-02-09,C1186,Tablet,172,688.1959200947283,PayPal,Completed
T20654,2022-12-16,C3009,Tablet,461,794.40073040877,Credit Card,Failed
T20662,2020-09-23,C2199,Coffee Maker,256,226.3351930475947,PayPal,Completed
T20664,2020-01-26,C1814,Coffee Maker,4,682.3084447446421,PayPal,Completed
T20678,2020-06-28,C2167,Coffee Maker,2,220.1230541535702,Cash,Completed
T20701,2020-04-16,C3336,Tablet,1,284.52178424907413,Cash,Unknown
T20728,2024-12-29,C4480,Tablet,235,475.8972160445472,PayPal,Pending
T20747,2020-01-31,C1509,Smartphone,1,302.14850290273915,Credit Card,Completed
T20754,2024-05-13,C202,Headphones,512,230.898944236458,PayPal,Completed
T20762,2022-12-16,C1723,Coffee Maker,10,901.0785128682478,Credit Card,Completed
T20767,2024-06-19,C607,Laptop,292,278.7692374443968,PayPal,Completed
T20770,2023-11-15,C2506,Laptop,578,840.31,PayPal,Completed
T20771,2024-07-14,C2808,Smartphone,3,652.9364354119197,Credit Card,Unknown
T20777,2020-03-13,C3291,Headphones,5,761.499694228342,Credit Card,Pending
T20779,2022-09-30,C516,Tablet,596,492.7856078040246,Credit Card,Unknown
T20781,2024-09-09,C923,Laptop,6,423.62725335976904,Credit Card,Unknown
T20800,2020-04-27,C915,Headphones,481,344.1921934056478,PayPal,Failed
T20812,2024-11-15,C3684,Smartphone,372,972.789739256208,Credit Card,Completed
T20840,2024-02-28,C036,Headphones,762,760.9620680497342,PayPal,Completed
T20853,2022-11-12,C469,Smartphone,1,423.5070964549935,PayPal,Failed
T20869,2021-02-01,C4722,Tablet,629,816.69,PayPal,Completed
T20901,2020-08-31,C3677,Coffee Maker,382,69.10307889687473,Credit Card,Completed
T20913,2024-12-12,C2438,Headphones,5,577.8400218354369,PayPal,Unknown
T20916,2024-05-02,C688,Headphones,5,596.5257308905794,Cash,Completed
T20918,2024-10-29,C3246,Laptop,692,434.698715928312,Credit Card,Unknown
T20924,2023-10-24,C2210,Tablet,10,613.16,PayPal,Completed
T20956,2023-02-09,C173,Smartphone,363,426.409631104784,Credit Card,Failed
T20993,2024-08-20,C2838,Headphones,4,840.8759580418542,PayPal,Failed
T21005,2024-02-02,C4532,Coffee Maker,302,884.904626718444,Cash,Pending
T21050,2023-04-01,C1585,Smartphone,7,593.7547113623601,PayPal,Completed
T21102,2022-07-31,C1039,Tablet,565,730.1701196492312,Credit Card,Unknown
T21115,2025-01-02,C1226,Smartphone,382,584.5601408999258,PayPal,Unknown
T21133,2020-05-03,C158,Smartphone,351,649.9673169530193,Credit Card,Completed
T21150,2023-08-26,C1163,Smartphone,583,684.0347322230251,Credit Card,Pending
T21151,2024-07-25,C1910,Smartphone,786,694.7134004813596,Credit Card,Completed
T21155,2023-12-16,C3711,Smartphone,635,336.6417661364682,Credit Card,Pending
T21171,2020-10-21,C2004,Smartphone,6,511.74,PayPal,Completed
T21206,2024-10-21,C2459,Coffee Maker,114,348.3607735885435,Credit Card,Completed
T21214,2021-07-26,C3757,Headphones,10,167.0938506110822,Credit Card,Unknown
T21237,2022-03-11,C4692,Laptop,425,900.0383451912047,PayPal,Unknown
T21238,2022-04-19,C1809,Tablet,9,92.77,PayPal,Completed
T21269,2023-09-09,C1496,Tablet,605,258.39068606386087,PayPal,Completed
T21275,2021-10-25,C3000,Laptop,383,118.88287256301476,Credit Card,Completed
T21279,2025-01-24,C924,Tablet,7,276.0684775557611,Credit Card,Unknown
T21283,2023-06-27,C3921,Headphones,8,81.94603023364375,Cash,Completed
T21289,2020-07-25,C2029,Laptop,838,172.33545511769694,Cash,Completed
T21306,2023-10-09,C3410,Tablet,9,871.8703666030538,Credit Card,Pending
T21317,2022-05-13,C2087,Tablet,6,490.6326776341609,PayPal,Unknown
T21322,2020-11-13,C729,Coffee Maker,383,423.3710787390719,Cash,Completed
T21326,2023-04-05,C3889,Coffee Maker,7,168.5424811783196,PayPal,Pending
T21339,2020-11-27,C1453,Tablet,1,680.7529116594418,PayPal,Completed
T21368,2024-05-05,C3465,Coffee Maker,385,613.84,Credit Card,Failed
T21382,2022-03-24,C2039,Laptop,337,636.5761336002154,Credit Card,Completed
T21416,2023-04-15,C802,Coffee Maker,366,239.50139675894155,Credit Card,Completed
T21419,2023-04-20,C2761,Tablet,520,731.2717964417274,PayPal,Completed
T21425,2023-04-10,C1110,Headphones,6,428.390326942254,PayPal,Pending
T21443,2021-04-17,C1719,Laptop,815,972.2396575672698,Cash,Unknown
T21457,2021-04-27,C2539,Tablet,2,836.3452083278859,PayPal,Completed
T21460,2021-01-20,C1998,Coffee Maker,402,570.7449453229708,PayPal,Completed
T21462,2021-03-28,C4229,Coffee Maker,4,193.59172575496177,PayPal,Failed
T21470,2022-04-05,C2670,Coffee Maker,440,690.1286286184235,PayPal,Unknown
T21476,2024-04-02,C1294,Tablet,8,329.9525573026277,Credit Card,Pending
T21505,2022-04-20,C760,Laptop,213,175.48390837853344,Credit Card,Completed
T21516,2022-10-11,C181,Smartphone,130,986.882137659036,Credit Card,Failed
T21561,2023-09-06,C4338,Headphones,301,405.9,Credit Card,Failed
T21597,2020-04-27,C1410,Smartphone,2,191.2079448906852,Credit Card,Pending
T21633,2021-11-02,C3057,Laptop,452,544.644241287885,PayPal,Completed
T21659,2021-01-17,C1579,Laptop,3,252.61378026494933,PayPal,Completed
T21669,2023-02-06,C419,Smartphone,725,238.57288174587077,Credit Card,Unknown
T21673,2023-12-11,C1006,Tablet,922,144.93585753200432,Credit Card,Completed
T21713,2020-04-09,C3725,Tablet,1,390.2899572801963,Credit Card,Failed
T21717,2021-07-11,C3334,Laptop,4,872.1328315659324,PayPal,Unknown
T21718,2023-07-16,C3324,Smartphone,8,700.6295106274641,PayPal,Completed
T21757,2023-08-04,C3881,Coffee Maker,1,913.0434823795472,Credit Card,Completed
T21776,2023-01-16,C3378,Coffee Maker,4,107.8311264580512,Cash,Pending
T21795,2020-02-06,C1421,Headphones,284,626.6300406666725,Credit Card,Completed
T21810,2023-11-03,C1661,Coffee Maker,801,361.2528210823654,Credit Card,Pending
T21854,2023-02-07,C1660,Smartphone,10,726.5661858409312,Credit Card,Completed
T21856,2020-02-24,C4922,Headphones,3,808.0661712389514,Cash,Failed
T21857,2024-11-24,C3197,Coffee Maker,10,620.64107686787,PayPal,Failed
T21862,2025-01-17,C1455,Coffee Maker,4,627.6432248622865,Credit Card,Failed
T21877,2023-05-06,C3450,Smartphone,9,763.9636590050211,Credit Card,Pending
T21888,2022-06-19,C4724,Headphones,10,570.6132160865578,PayPal,Unknown
T21896,2022-01-22,C3854,Coffee Maker,7,140.98321540344585,Credit Card,Pending
T21908,2021-12-10,C4308,Tablet,942,87.07,PayPal,Unknown
T21929,2021-01-26,C2946,Tablet,750,682.6,PayPal,Completed
T21932,2022-05-26,C3288,Smartphone,350,232.87585625711833,PayPal,Completed
T21945,2024-05-02,C3351,Headphones,9,995.0789845694133,PayPal,Completed
T21952,2022-03-17,C1914,Laptop,446,277.37346313257075,PayPal,Pending
T21957,2022-09-27,C1485,Coffee Maker,964,112.5408872609176,Credit Card,Completed
T21965,2021-10-05,C1039,Headphones,7,537.929873230778,Credit Card,Completed
T21981,2021-01-12,C1343,Smartphone,646,386.6372574290862,Credit Card,Completed
T21992,2020-05-24,C3917,Smartphone,8,163.20837711275874,PayPal,Completed
T22010,2024-09-27,C2522,Smartphone,840,944.5709219210876,PayPal,Completed
T22018,2024-01-02,C4333,Laptop,9,459.005712512555,PayPal,Failed
T22049,2020-07-09,C4572,Laptop,1,397.18240344437623,Credit Card,Completed
T22065,2024-11-18,C1517,Tablet,812,394.4234849179472,PayPal,Completed
T22066,2023-12-21,C4536,Tablet,1,164.29061426921544,Cash,Completed
T22069,2023-11-19,C3165,Laptop,309,703.1276872213152,Credit Card,Completed
T22075,2021-03-18,C1753,Coffee Maker,5,922.8766234230428,Credit Card,Completed
T22107,2024-09-21,C2177,Smartphone,6,212.71003225898107,Credit Card,Completed
T22133,2021-12-23,C832,Smartphone,960,617.7379562252972,PayPal,Failed
T22179,2024-04-26,C4392,Tablet,197,266.51,Cash,Completed
T22190,2020-12-24,C4212,Tablet,10,391.3582968141316,PayPal,Completed
T22196,2022-12-30,C1535,Laptop,737,632.6904993741286,PayPal,Unknown
T22198,2024-02-12,C368,Smartphone,10,517.8885673160881,PayPal,Unknown
T22213,2020-07-29,C3284,Tablet,949,525.3739813125222,PayPal,Unknown
T22223,2022-06-11,C160,Tablet,888,79.13419857530086,Credit Card,Completed
T22261,2024-12-16,C2952,Tablet,234,681.3716088079269,PayPal,Pending
T22279,2021-10-17,C3263,Headphones,5,980.1325236060784,Credit Card,Completed
T22312,2020-01-01,C687,Tablet,973,848.4864726981726,Cash,Unknown
T22341,2021-11-22,C2548,Smartphone,2,705.0070633748427,Credit Card,Completed
T22344,2020-08-12,C3810,Tablet,877,189.66865472366888,PayPal,Failed
T22363,2023-06-19,C4629,Coffee Maker,5,541.2887114686328,Cash,Unknown
T22367,2024-03-05,C3868,Coffee Maker,2,810.7933557904366,PayPal,Completed
T22402,2023-03-13,C1140,Coffee Maker,3,624.1377921754473,Credit Card,Completed
T22411,2022-04-05,C4172,Smartphone,917,85.17,Cash,Failed
T22426,2020-09-11,C1028,Headphones,120,343.68267025010203,Credit Card,Failed
T22442,2022-09-28,C4447,Smartphone,406,554.716610707548,Cash,Completed
T22461,2023-01-17,C2551,Smartphone,612,701.54,Credit Card,Failed
T22491,2022-09-23,C4179,Smartphone,2,887.73,Cash,Unknown
T22528,2024-01-25,C3150,Laptop,6,973.2245201161052,PayPal,Completed
T22567,2023-01-02,C4724,Laptop,882,183.18671710711715,PayPal,Failed
T22569,2023-01-25,C3037,Headphones,769,543.8093370633857,Cash,Completed
T22571,2021-01-13,C4022,Coffee Maker,6,619.0523136762822,PayPal,Pending
T22602,2022-09-30,C1712,Smartphone,263,887.5756546185437,Credit Card,Completed
T22613,2020-03-28,C3683,Smartphone,834,531.5985092266349,Credit Card,Pending
T22631,2024-05-12,C1912,Headphones,5,927.2480201156264,PayPal,Completed
T22648,2024-01-01,C4923,Smartphone,561,83.68014631072347,PayPal,Pending
T22687,2021-10-10,C3220,Tablet,9,553.719766093997,PayPal,Pending
T22726,2021-01-19,C4037,Coffee Maker,7,931.4145900285582,Credit Card,Unknown
T22741,2023-04-30,C3588,Smartphone,7,267.40689197954396,Credit Card,Pending
T22746,2024-03-13,C2445,Coffee Maker,693,403.55584559434783,PayPal,Completed
T22749,2022-06-02,C2215,Tablet,6,667.29,Credit Card,Completed
T22769,2021-08-09,C1570,Smartphone,9,824.2516285469972,Credit Card,Completed
T22795,2022-11-12,C3216,Tablet,4,671.8238852383511,PayPal,Completed
